relation;source;target;weight
Synonym;rêveur;dreamy;2.0
Synonym;ドリーミー;dreamy;2.0
Synonym;ドリーミー;dreamy;2.0
Synonym;ファンタジック;dreamy;2.0
Synonym;夢幻的;dreamy;2.0
Synonym;夢幻的;dreamy;2.0
Synonym;幻想的;dreamy;2.0
Synonym;素敵;dreamy;2.0
RelatedTo;čama;dreariness;2.0
RelatedTo;čamotinja;dreariness;2.0
Synonym;dreariness;boringness;2.0
DerivedFrom;dreariness;dreary;1.0
FormOf;drearinesses;dreariness;1.0
RelatedTo;öde;dreariness;1.0
RelatedTo;drearihead;dreariness;1.0
RelatedTo;drearihood;dreariness;1.0
RelatedTo;dreariment;dreariness;1.0
RelatedTo;dreariness;dreary;1.0
RelatedTo;drearsome;dreariness;1.0
RelatedTo;loneliness;dreariness;1.0
RelatedTo;sunlessness;dreariness;1.0
RelatedTo;ankeus;dreariness;1.0
RelatedTo;dubhachas;dreariness;1.0
RelatedTo;nyűg;dreariness;1.0
RelatedTo;grigiore;dreariness;1.0
RelatedTo;uggiosità;dreariness;1.0
RelatedTo;退屈;dreariness;1.0
RelatedTo;პირქუშობა;dreariness;1.0
IsA;marijuana;a drug;6.6332495807108
IsA;Heroin;a drug;4.47213595499958
IsA;ecstasy;drug;2.82842712474619
UsedFor;a drug;treat an illness;2.82842712474619
AtLocation;a drug;a drugstore;2.0
AtLocation;a drug;an iv;2.0
CapableOf;A drug;cloud thinking;2.0
Causes;drug;trip;2.0
Entails;snort;drug;2.0
HasContext;active transport;drug;2.0
HasContext;anaphylaxis;drug;2.0
HasContext;drop;drug;2.0
HasContext;drug;medicine;2.0
HasContext;generic;drug;2.0
HasContext;injectable;drug;2.0
HasContext;magic bullet;drug;2.0
HasContext;orally;drug;2.0
HasContext;potentiate;drug;2.0
HasContext;uninjectable;drug;2.0
IsA;abortifacient;drug;2.0
RelatedTo;east;direction;6.317277894789811
Synonym;Levant;East;3.4641016151377544
Synonym;Orient;East;3.4641016151377544
Synonym;Timur;east;3.4641016151377544
Synonym;Leste;east;3.4641016151377544
Synonym;ภาคตะวันออก;East;3.4641016151377544
AtLocation;the Indian Ocean;the East;2.82842712474619
RelatedTo;east;north;2.3151673805580453
RelatedTo;east;compass;2.1456933611306157
DerivedFrom;eastie;east;2.0
IsA;east;cardinal compass point;2.0
IsA;east;direction;2.0
IsA;east;location;2.0
PartOf;Appalachians;East;2.0
PartOf;East Coast;East;2.0
PartOf;East;United States;2.0
PartOf;Far East;East;2.0
PartOf;Northeast;East;2.0
PartOf;Southeast;East;2.0
RelatedTo;α;east;2.0
ExternalURL;eddie;Eddie (given name);1.0
ExternalURL;eddie;Q430699;1.0
FormOf;eddie;edward;1.0
FormOf;eddies;eddie;1.0
HasContext;eddie;canada;1.0
RelatedTo;eddie;diminutive;1.0
RelatedTo;eddie;edgar;1.0
RelatedTo;eddie;edward;1.0
RelatedTo;eddie;edwin;1.0
RelatedTo;eddie;given name;1.0
Synonym;ted;eddie;1.0
Synonym;艾迪;eddie;1.0
IsA;eddie;given name;0.5
Synonym;eddie;eddie;0.5
Synonym;eddie;eddie;0.5
EtymologicallyRelatedTo;eddie;eddie;0.25
ExternalURL;eddie;Eddie;0.25
RelatedTo;shock;electric;6.153048025166063
RelatedTo;current;electric;3.15974682530104
IsA;electric;car;2.0
RelatedTo;electricity;electric;2.0
RelatedTo;električni;electric;2.0
SimilarTo;electric;tense;2.0
SimilarTo;tense;electric;2.0
Synonym;automòbil elèctric;electric;2.0
Synonym;cotxe elèctric;electric;2.0
Synonym;elèctric;electric;2.0
Synonym;electric;galvanising;2.0
Synonym;electrical;electric;2.0
Synonym;electric automobile;electric;2.0
Synonym;electric car;electric;2.0
Synonym;eléctrico;electric;2.0
Synonym;berebil elektriko;electric;2.0
Synonym;sähkö-;electric;2.0
Synonym;sähköauto;electric;2.0
Synonym;sähkö-;electric;2.0
Synonym;électrique;electric;2.0
RelatedTo;end;finish;4.934369260604641
DistinctFrom;end;beginning;2.672077843177478
Antonym;end;beginning;2.23427840700303
AtLocation;the end;the end of a line;2.0
Causes;end;end;2.0
FormOf;ended;end;2.0
FormOf;ending;end;2.0
FormOf;ends;end;2.0
FormOf;ends;end;2.0
HasContext;end;football;2.0
IsA;bitter end;end;2.0
IsA;bitthead;end;2.0
IsA;cease;end;2.0
IsA;death;end;2.0
IsA;endgame;end;2.0
IsA;end;boundary;2.0
IsA;end;contribution;2.0
IsA;end;ending;2.0
IsA;end;extremity;2.0
IsA;end;lineman;2.0
RelatedTo;finish;ending;2.7712812921102037
FormOf;ending;end;2.0
IsA;defeat;ending;2.0
IsA;destruction;ending;2.0
IsA;ending;happening;2.0
IsA;ending;morpheme;2.0
IsA;end;ending;2.0
IsA;foregone conclusion;ending;2.0
IsA;inflectional ending;ending;2.0
IsA;omega;ending;2.0
IsA;result;ending;2.0
IsA;stop;ending;2.0
IsA;suffix;ending;2.0
IsA;victory;ending;2.0
RelatedTo;son;ending;2.0
RelatedTo;izmak;ending;2.0
RelatedTo;nastavak;ending;2.0
RelatedTo;odjava;ending;2.0
RelatedTo;svršetak;ending;2.0
RelatedTo;završetak;ending;2.0
Synonym;Inglês;Englishman;3.4641016151377544
IsA;burgess;Englishman;2.0
IsA;Cornishman;Englishman;2.0
IsA;Englishman;English person;2.0
IsA;Jacobean;Englishman;2.0
IsA;limey;Englishman;2.0
IsA;Tory;Englishman;2.0
IsA;Whig;Englishman;2.0
Synonym;englishman;englez;2.0
Synonym;englantilainen;Englishman;2.0
Synonym;Anglais;Englishman;2.0
Synonym;inglés;Englishman;2.0
Synonym;inglese;Englishman;2.0
Synonym;イギリス 人;englishman;2.0
Synonym;英人;englishman;2.0
Synonym;英国人;englishman;2.0
Synonym;lelaki Inggeris;Englishman;2.0
Synonym;orang Inggris;Englishman;2.0
Synonym;pria Inggris;Englishman;2.0
Synonym;Anglik;Englishman;2.0
FormOf;eras;era;2.0
IsA;day;era;2.0
IsA;era;geological time;2.0
IsA;modern era;era;2.0
IsA;period;era;2.0
PartOf;era;eon;2.0
PartOf;period;era;2.0
RelatedTo;əsr;era;2.0
RelatedTo;doba;era;2.0
RelatedTo;era;era;2.0
RelatedTo;razdoblje;era;2.0
RelatedTo;vek;era;2.0
RelatedTo;vijek;era;2.0
RelatedTo;zaman;era;2.0
Synonym;حِقْبَة;era;2.0
Synonym;عَصْر;era;2.0
Synonym;عَهْد;era;2.0
Synonym;època;era;2.0
Synonym;era;era;2.0
Synonym;epoke;era;2.0
Synonym;器量;features;2.0
Synonym;容ぼう;features;2.0
Synonym;容色;features;2.0
Synonym;容貌;features;2.0
Synonym;容顔;features;2.0
Synonym;目面;features;2.0
Synonym;相好;features;2.0
Synonym;相貌;features;2.0
Synonym;眉目;features;2.0
Synonym;縹緻;features;2.0
Synonym;見目形;features;2.0
Synonym;輪かく;features;2.0
Synonym;輪廓;features;2.0
Synonym;輪郭;features;2.0
Synonym;開発経緯;features;2.0
Synonym;面差;features;2.0
Synonym;面差し;features;2.0
Synonym;面相;features;2.0
Synonym;面立ち;features;2.0
Synonym;面輪;features;2.0
IsA;a movie;a film;3.4641016151377544
Synonym;Filme Fotográfico;film;3.4641016151377544
RelatedTo;movie;film;2.8885982759809297
IsA;Film;a medium;2.82842712474619
AtLocation;film;a movie;2.0
Entails;cast;film;2.0
HasContext;cut-in;film;2.0
HasContext;film;art;2.0
HasContext;film;commercial enterprise;2.0
HasContext;film;movie;2.0
HasContext;MacGuffin;film;2.0
HasContext;one shot;film;2.0
HasContext;rom com;film;2.0
IsA;film;an artistic expression;2.0
IsA;film clip;film;2.0
IsA;film;medium;2.0
IsA;film;object;2.0
IsA;film;photographic paper;2.0
IsA;film;sheet;2.0
IsA;film;wrapping;2.0
DefinedAs;"""Films""";"plural of ""film""";1.0
FormOf;films;film;1.0
FormOf;films;film;1.0
FormOf;films;film;1.0
FormOf;films;film;1.0
HasA;films;a duration;1.0
HasA;Some films;fishing as a topic;1.0
HasProperty;Some films;hard to understand;1.0
IsA;films;about life;1.0
IsA;Some films;especially;1.0
IsA;Movies;films;1.0
ReceivesAction;Films;projected onto screens;1.0
ReceivesAction;Films;shot with film or video;1.0
RelatedTo;carnography;films;1.0
RelatedTo;filmmaking;films;1.0
RelatedTo;films;film;1.0
RelatedTo;films;film;1.0
RelatedTo;polypropylene;films;1.0
RelatedTo;smoxploitation;films;1.0
RelatedTo;studio;films;1.0
RelatedTo;kotac;filthy;2.0
RelatedTo;pogan;filthy;2.0
SimilarTo;dirty;filthy;2.0
SimilarTo;filthy;dirty;2.0
SimilarTo;filthy;nasty;2.0
SimilarTo;nasty;filthy;2.0
Synonym;dirty;filthy;2.0
Synonym;filthy;cruddy;2.0
Synonym;foul;filthy;2.0
Synonym;lousy;filthy;2.0
Synonym;nasty;filthy;2.0
Synonym;کثیف;filthy;2.0
Synonym;kelvoton;filthy;2.0
Synonym;kurja;filthy;2.0
Synonym;viheliäinen;filthy;2.0
Synonym;crasseux;filthy;2.0
Synonym;sale;filthy;2.0
Synonym;מְלֻכְלָךְ;filthy;2.0
Synonym;むさい;filthy;2.0
Synonym;むさい;filthy;2.0
FormOf;finalized;finalize;1.0
RelatedTo;engross;finalized;1.0
RelatedTo;finalized;finalize;1.0
RelatedTo;on cutting room floor;finalized;1.0
RelatedTo;parachevé;finalized;1.0
RelatedTo;तय;finalized;1.0
RelatedTo;निपटना;finalized;1.0
RelatedTo;avslutad;finalized;1.0
RelatedTo;աւարտուն;finalized;1.0
Synonym;finalized;engrossed;1.0
ExternalURL;finalized;finalized;0.25
ExternalURL;finalized;finalized;0.25
RelatedTo;ring;finger;8.651242685302499
RelatedTo;finger;hand;8.004748590680409
AtLocation;ring;your finger;6.32455532033676
RelatedTo;finger;digit;5.861057924982485
AtLocation;a finger;hand;5.656854249492381
RelatedTo;point;finger;5.532088213324153
UsedFor;a finger;typing;5.291502622129181
AtLocation;fingernail;your finger;4.0
AtLocation;a fingerprint;your finger;4.0
CapableOf;a finger;push a button;4.0
RelatedTo;touch;finger;3.933446326060646
RelatedTo;hand;finger;3.930903204099536
PartOf;knuckle;finger;3.4641016151377544
Synonym;Dedo da mão;finger;3.4641016151377544
UsedFor;a finger;point;3.4641016151377544
RelatedTo;finger;part;3.409985337211877
RelatedTo;finger;thumb;3.204372013359248
RelatedTo;finger;appendage;3.0278705388440903
AtLocation;a scar;your finger;2.82842712474619
RelatedTo;finger;on hand;2.784959604733972
RelatedTo;complete;finished;2.4657656011875906
Antonym;unfinished;finished;2.0
RelatedTo;finished;painted;2.0
RelatedTo;finished;processed;2.0
RelatedTo;finished;smooth;2.0
RelatedTo;painted;finished;2.0
RelatedTo;processed;finished;2.0
RelatedTo;gotov;finished;2.0
RelatedTo;svršeni;finished;2.0
SimilarTo;destroyed;finished;2.0
SimilarTo;done with;finished;2.0
SimilarTo;fattened;finished;2.0
SimilarTo;fattening;finished;2.0
SimilarTo;fin de siecle;finished;2.0
SimilarTo;finished;destroyed;2.0
SimilarTo;finished;done with;2.0
SimilarTo;finished;fattened;2.0
SimilarTo;finished;fattening;2.0
SimilarTo;finished;fin de siecle;2.0
SimilarTo;finished;out-of-the-way;2.0
FormOf;flashbacks;flashback;1.0
RelatedTo;flashbacks;flashback;1.0
RelatedTo;flashbacks;flashback;1.0
ExternalURL;flashbacks;flashbacks;0.25
ExternalURL;flashbacks;flashbacks;0.25
RelatedTo;kričav;flashy;2.0
SimilarTo;colorful;flashy;2.0
SimilarTo;flashy;colorful;2.0
Synonym;flashy;gimcrack;2.0
Synonym;gaudy;flashy;2.0
Synonym;jazzy;flashy;2.0
Synonym;showy;flashy;2.0
Synonym;sporty;flashy;2.0
Synonym;チャラ い;flashy;2.0
Synonym;ちゃらい;flashy;2.0
Synonym;きんきらきん;flashy;2.0
Synonym;ちゃらちゃら;flashy;2.0
Synonym;チャラチャラ;flashy;2.0
Synonym;デーハー;flashy;2.0
Synonym;派手;flashy;2.0
DerivedFrom;flashily;flashy;1.0
DerivedFrom;flashiness;flashy;1.0
DerivedFrom;flashy;flash;1.0
ExternalURL;flashy;300408497-s;1.0
ExternalURL;flashy;Flashy;1.0
FormOf;footnotes;footnote;1.0
FormOf;footnotes;footnote;1.0
RelatedTo;footnotes;footnote;1.0
ExternalURL;footnotes;footnotes;0.25
ExternalURL;footnotes;footnotes;0.25
PartOf;Frederick;Maryland;2.0
Synonym;Frederick;Frederick;2.0
Synonym;Frédérick;Frederick;2.0
Synonym;Frédéric;Frederick;2.0
Synonym;フレデリック;Frederick;2.0
Synonym;Frederick;Frederick;2.0
Synonym;Frederico;Frederick;2.0
Synonym;เมืองเฟรเดอร์ริค;Frederick;2.0
DerivedFrom;frederician;frederick;1.0
DerivedFrom;frederick county;frederick;1.0
DerivedFrom;prince frederick;frederick;1.0
ExternalURL;frederick;Frederick (archbishop of Mainz);1.0
ExternalURL;frederick;Q459519;1.0
ExternalURL;frederick;109117375-n;1.0
FormOf;frederick;frederic;1.0
RelatedTo;erick;frederick;1.0
RelatedTo;freddie;frederick;1.0
RelatedTo;freddy;frederick;1.0
RelatedTo;freddy;frederick;1.0
RelatedTo;frederica;frederick;1.0
HasPrerequisite;make people laugh;be funny;4.0
RelatedTo;laugh;funny;3.3352661063249514
MotivatedByGoal;howl with laughter;something is funny;2.0
RelatedTo;duhovit;funny;2.0
RelatedTo;šaljiv;funny;2.0
RelatedTo;smešan;funny;2.0
RelatedTo;smiješan;funny;2.0
SimilarTo;funny;ill;2.0
SimilarTo;funny;strange;2.0
SimilarTo;ill;funny;2.0
SimilarTo;strange;funny;2.0
Synonym;curiós;funny;2.0
Synonym;estrany;funny;2.0
Synonym;original;funny;2.0
Synonym;peculiar;funny;2.0
Synonym;rar;funny;2.0
Synonym;singular;funny;2.0
Synonym;curious;funny;2.0
Synonym;funny;laughable;2.0
Synonym;funny;suspicious;2.0
SimilarTo;double-geared;geared;2.0
SimilarTo;geared;double-geared;2.0
SimilarTo;geared;in gear;2.0
SimilarTo;geared;intermeshed;2.0
SimilarTo;in gear;geared;2.0
SimilarTo;intermeshed;geared;2.0
Synonym;vaihteellinen;geared;2.0
Synonym;-vaihteinen;geared;2.0
Synonym;vaihteistolla varustettu;geared;2.0
Synonym;con engrenaxe;geared;2.0
Synonym;ซึ่งใช้เกียร์;geared;2.0
DerivedFrom;multigeared;geared;1.0
ExternalURL;geared;301103903-a;1.0
FormOf;geared;gear;1.0
RelatedTo;geared;gear;1.0
RelatedTo;dişli;geared;1.0
ExternalURL;geared;geared;0.25
ExternalURL;geared;geared;0.25
FormOf;geniuses;genii;1.0
FormOf;geniuses;genius;1.0
IsA;Many famous composers;geniuses;1.0
RelatedTo;geniuses;genius;1.0
UsedFor;fixing a computer;geniuses;1.0
ExternalURL;geniuses;geniuses;0.25
ExternalURL;geniuses;geniuses;0.25
HasPrerequisite;getting something;asking for it;3.4641016151377544
RelatedTo;grow;getting;3.1400636936215163
Causes;getting something;satisfaction;2.82842712474619
Causes;getting something;having something;2.0
HasPrerequisite;getting something;giving something;2.0
HasSubevent;getting something;coordinate sight and movement;2.0
HasSubevent;getting something;an exchange for something else;2.0
HasSubevent;getting something;going to a store;2.0
HasSubevent;getting something;grasp with your hands;2.0
HasSubevent;getting something;raise your arms up;2.0
HasSubevent;getting something;reach your arms out;2.0
HasSubevent;getting something;say thank you;2.0
HasSubevent;getting something;show appreciation;2.0
HasSubevent;getting something;smile;2.0
Synonym;getting;acquiring;2.0
Synonym;ゲット;getting;2.0
Synonym;頂戴;getting;2.0
RelatedTo;escape;getting;1.807
RelatedTo;arrive;getting;1.767
RelatedTo;arise;getting;1.7610000000000001
Synonym;ghastly;charnel;2.0
Synonym;ghastly;gruesome;2.0
Synonym;macabre;ghastly;2.0
Synonym;不気味;ghastly;2.0
Synonym;もの凄い;ghastly;2.0
Synonym;凄惨;ghastly;2.0
Synonym;悽惨;ghastly;2.0
Synonym;悽絶;ghastly;2.0
Synonym;無気味;ghastly;2.0
Synonym;物凄い;ghastly;2.0
Synonym;鬼気;ghastly;2.0
DerivedFrom;ghastliness;ghastly;1.0
DerivedFrom;ghastly;ghast;1.0
FormOf;ghastlier;ghastly;1.0
FormOf;ghastlier;ghastly;1.0
FormOf;ghastliest;ghastly;1.0
FormOf;ghastliest;ghastly;1.0
RelatedTo;مجفل;ghastly;1.0
RelatedTo;ngilngig;ghastly;1.0
RelatedTo;gespenstisch;ghastly;1.0
DerivedFrom;ghetto blaster;ghetto;2.0
DerivedFrom;ghettoise;ghetto;2.0
IsA;ghetto;city district;2.0
IsA;ghetto;life;2.0
IsA;ghetto;quarter;2.0
RelatedTo;geto;ghetto;2.0
Synonym;call;ghetto;2.0
Synonym;gueto;ghetto;2.0
Synonym;jueria;ghetto;2.0
Synonym;ghetto;geto;2.0
Synonym;gueto;ghetto;2.0
Synonym;ghetto;ghetto;2.0
Synonym;محله کلیمی‌ها;ghetto;2.0
Synonym;getto;ghetto;2.0
Synonym;ghetto;ghetto;2.0
Synonym;ghetto;ghetto;2.0
Synonym;ゲットー;ghetto;2.0
Synonym;ゲットー;ghetto;2.0
Synonym;getto;ghetto;2.0
Synonym;favela;ghetto;2.0
DerivedFrom;ghostly;ghost;2.0
DerivedFrom;ghost story;ghost;2.0
DerivedFrom;ghost town;ghost;2.0
HasContext;ghost;writing;2.0
IsA;a ghost;a disembodied spirit;2.0
IsA;ghost;apparition;2.0
IsA;ghost;soul;2.0
IsA;poltergeist;ghost;2.0
IsA;revenant;ghost;2.0
MannerOf;ghost;author;2.0
MannerOf;ghost;travel;2.0
RelatedTo;ghostly;ghost;2.0
RelatedTo;ghost;haunt;2.0
RelatedTo;avet;ghost;2.0
RelatedTo;duh;ghost;2.0
RelatedTo;prikaza;ghost;2.0
RelatedTo;sablast;ghost;2.0
RelatedTo;sena;ghost;2.0
RelatedTo;sjena;ghost;2.0
RelatedTo;utvara;ghost;2.0
FormOf;godleys;godley;1.0
HasProperty;Sex;good;6.6332495807108
CapableOf;Good;battle evil;5.656854249492381
RelatedTo;quality;good;4.020447736260229
DefinedAs;Good;opposite of Evil;4.0
HasProperty;some people;good;4.0
RelatedTo;great;good;3.8750483867946732
RelatedTo;cake;good;3.6474648730316783
Synonym;טוֹב;good;3.4641016151377544
RelatedTo;excellent;good;3.263740185737829
RelatedTo;best;good;3.2483842137284196
HasProperty;Clean clothes;good;2.82842712474619
HasProperty;life;good;2.82842712474619
RelatedTo;better;good;2.5534290669607405
DistinctFrom;bad;good;2.2995651762887697
RelatedTo;fine;good;2.276839915321233
RelatedTo;fellow;good;2.2271057451320084
RelatedTo;manners;good;2.1456933611306157
Antonym;evil;good;2.0
Causes;emptying your bladder;good;2.0
Causes;learning;good;2.0
IsA;gore;blood;2.0
IsA;gore;piece of cloth;2.0
MannerOf;gore;cut;2.0
MannerOf;gore;pierce;2.0
PartOf;gore;full skirt;2.0
PartOf;gore;gaiter;2.0
PartOf;gore;umbrella;2.0
RelatedTo;krv;gore;2.0
Synonym;Gore;Albert Gore Jr.;2.0
Synonym;gore;bloodshed;2.0
Synonym;panel;gore;2.0
Synonym;cortar tela;gore;2.0
Synonym;panel;gore;2.0
Synonym;paño;gore;2.0
Synonym;sangre espesa;gore;2.0
Synonym;pieza;gore;2.0
Synonym;hyytynyt veri;gore;2.0
Synonym;kapeneva kaistale;gore;2.0
Synonym;kiila;gore;2.0
Synonym;kolmiomainen kaistale;gore;2.0
Synonym;Gould;Jay Gould;2.0
Synonym;Gould;Stephen Jay Gould;2.0
FormOf;gould;gold;1.0
HasContext;gould;éléments;1.0
RelatedTo;gould;or;1.0
RelatedTo;goulds;gould;1.0
ExternalURL;gould;gould;0.25
DerivedFrom;graham cracker;graham;2.0
Synonym;Graham;Martha Graham;2.0
Synonym;graham;whole wheat flour;2.0
Synonym;Graham;William Franklin Graham;2.0
DerivedFrom;graham county;graham;1.0
DerivedFrom;grahamesque;graham;1.0
DerivedFrom;grahamism;graham;1.0
DerivedFrom;grahamite;graham;1.0
ExternalURL;graham;Graham (given name);1.0
ExternalURL;graham;Q642254;1.0
FormOf;grahams;graham;1.0
FormOf;gram;graham;1.0
HasProperty;Graham;afraid of heights;1.0
RelatedTo;alamance county;graham;1.0
RelatedTo;graeme;graham;1.0
RelatedTo;graham bread;graham;1.0
RelatedTo;graham cracker;graham;1.0
RelatedTo;graham;alabama;1.0
RelatedTo;graham;alamance county;1.0
RelatedTo;graham;appling county;1.0
RelatedTo;design;graphic;2.05621010599598
RelatedTo;graphical;graphic;2.0
RelatedTo;graphics;graphic;2.0
SimilarTo;explicit;graphic;2.0
SimilarTo;graphic;explicit;2.0
Synonym;gràfic;graphic;2.0
Synonym;grafisk;graphic;2.0
Synonym;graphic;in writing;2.0
Synonym;graphic;lifelike;2.0
Synonym;graphical;graphic;2.0
Synonym;graphic;computer graphic;2.0
Synonym;gráfico;graphic;2.0
Synonym;graafinen;graphic;2.0
Synonym;porno-;graphic;2.0
Synonym;graphique;graphic;2.0
Synonym;グラフィック;graphic;2.0
Synonym;グラフイック;graphic;2.0
Synonym;写実的;graphic;2.0
Synonym;図形;graphic;2.0
Synonym;生 々 しい;graphic;2.0
RelatedTo;great;good;3.8750483867946732
RelatedTo;great;alexander;2.6578186544608347
HasProperty;sex;great;2.0
IsA;great;achiever;2.0
RelatedTo;do jaja;great;2.0
RelatedTo;izvrstan;great;2.0
RelatedTo;krvav;great;2.0
RelatedTo;mnoštvo;great;2.0
RelatedTo;odličan;great;2.0
RelatedTo;prvoklasan;great;2.0
RelatedTo;prvorazredan;great;2.0
RelatedTo;pust;great;2.0
RelatedTo;sjajan;great;2.0
RelatedTo;sjajno;great;2.0
RelatedTo;strahovit;great;2.0
RelatedTo;sumpor;great;2.0
RelatedTo;velikan;great;2.0
SimilarTo;extraordinary;great;2.0
SimilarTo;great;extraordinary;2.0
SimilarTo;great;large;2.0
RelatedTo;jezan;gruesome;2.0
SimilarTo;alarming;gruesome;2.0
SimilarTo;gruesome;alarming;2.0
Synonym;esborronant;gruesome;2.0
Synonym;horrible;gruesome;2.0
Synonym;hòrrid;gruesome;2.0
Synonym;horrífic;gruesome;2.0
Synonym;horripilant;gruesome;2.0
Synonym;horrorós;gruesome;2.0
Synonym;macabre;gruesome;2.0
Synonym;ghastly;gruesome;2.0
Synonym;grim;gruesome;2.0
Synonym;grisly;gruesome;2.0
Synonym;macabre;gruesome;2.0
Synonym;sick;gruesome;2.0
Synonym;espantoso;gruesome;2.0
Synonym;horrible;gruesome;2.0
Synonym;ترسناک;gruesome;2.0
Synonym;مخوف;gruesome;2.0
Synonym;هولناک;gruesome;2.0
IsA;first half;half;2.0
IsA;half;part;2.0
IsA;second half;half;2.0
PartOf;half;basketball;2.0
PartOf;half;football;2.0
PartOf;half;playing period;2.0
RelatedTo;healf;half;2.0
RelatedTo;leth;half;2.0
RelatedTo;pół;half;2.0
RelatedTo;napola;half;2.0
RelatedTo;pola;half;2.0
RelatedTo;pola;half;2.0
RelatedTo;pol;half;2.0
RelatedTo;polovica;half;2.0
RelatedTo;polovina;half;2.0
RelatedTo;polutka;half;2.0
RelatedTo;po;half;2.0
RelatedTo;ܦܠܓܘܬܐ;half;2.0
SimilarTo;fractional;half;2.0
SimilarTo;half;fractional;2.0
IsA;fielding;handling;2.0
IsA;handling;manual labor;2.0
IsA;handling;touch;2.0
IsA;loading;handling;2.0
IsA;materials handling;handling;2.0
IsA;unloading;handling;2.0
Synonym;maneig;handling;2.0
Synonym;manipulació;handling;2.0
Synonym;handling;treatment;2.0
Synonym;manipulation;handling;2.0
Synonym;manipulación;handling;2.0
Synonym;erabilaldi;handling;2.0
Synonym;ukimen;handling;2.0
Synonym;ukitu;handling;2.0
Synonym;ukitze;handling;2.0
Synonym;دستکاری;handling;2.0
Synonym;käsittely;handling;2.0
Synonym;käyttö;handling;2.0
Synonym;toimitus;handling;2.0
Synonym;gestion;handling;2.0
Synonym;Hayes;Helen Hayes;2.0
Synonym;Hayes;Rutherford Birchard Hayes;2.0
Synonym;ヘイズ;hayes;2.0
DerivedFrom;hayes center;hayes;1.0
DerivedFrom;hayes county;hayes;1.0
FormOf;hayes;haye;1.0
HasContext;hayes;quartiers;1.0
RelatedTo;hayes;borough;1.0
RelatedTo;hayes;bromley;1.0
RelatedTo;hayes;hillingdon;1.0
RelatedTo;hayes;london;1.0
RelatedTo;hayes;nom de famille;1.0
RelatedTo;hayes;quartier;1.0
RelatedTo;hayes;ó haodha;1.0
Synonym;海斯;hayes;1.0
EtymologicallyRelatedTo;hayes;hæs;0.25
EtymologicallyRelatedTo;hayes;hay;0.25
ExternalURL;hayes;hayes;0.25
ExternalURL;hayes;Hayes;0.25
ExternalURL;hayes;Hayes;0.25
FormOf;heathers;heather;2.0
IsA;heather;heath;2.0
RelatedTo;vres;heather;2.0
RelatedTo;vrijes;heather;2.0
Synonym;broom;heather;2.0
Synonym;Calluna vulgaris;heather;2.0
Synonym;heather;heather mixture;2.0
Synonym;ling;heather;2.0
Synonym;Scots heather;heather;2.0
Synonym;ainar;heather;2.0
Synonym;ورسک;heather;2.0
Synonym;Calluna vulgaris;heather;2.0
Synonym;kanerva;heather;2.0
Synonym;varpu;heather;2.0
Synonym;balai;heather;2.0
Synonym;bruyère callune;heather;2.0
Synonym;bruyère;heather;2.0
Synonym;calluna vulgaris;heather;2.0
Synonym;callune;heather;2.0
Synonym;brentolo;heather;2.0
IsA;War;hell;4.898979485566356
Antonym;heaven;hell;2.0
AtLocation;the devil;hell;2.0
AtLocation;Hitler;Hell;2.0
AtLocation;a mound;hell;2.0
HasContext;hell;vulgar;2.0
HasContext;Hell;Christianity;2.0
HasContext;hell;religion;2.0
IsA;depression;hell;2.0
IsA;Gehenna;Hell;2.0
IsA;hell;a bad place;2.0
IsA;hellfire;Hell;2.0
IsA;Hell;imaginary place;2.0
IsA;hell;mischief;2.0
IsA;hell;region;2.0
IsA;hell;trouble;2.0
RelatedTo;hell;enfer;2.0
RelatedTo;helluv;hell;2.0
RelatedTo;sheol;hell;2.0
RelatedTo;地獄;hell;2.0
FormOf;helped;help;1.0
FormOf;helped;help;1.0
HasSubevent;giving assistance;you helped someone;1.0
MotivatedByGoal;thank someone;they helped you;1.0
RelatedTo;helped;help;1.0
RelatedTo;supported;helped;1.0
RelatedTo;adiutus;helped;1.0
RelatedTo;adiuvandus;helped;1.0
RelatedTo;adjuvandus;helped;1.0
RelatedTo;auxiliandus;helped;1.0
RelatedTo;auxiliatus;helped;1.0
RelatedTo;iutus;helped;1.0
RelatedTo;iuvandus;helped;1.0
RelatedTo;opitulatus;helped;1.0
RelatedTo;succurrendus;helped;1.0
RelatedTo;succursus;helped;1.0
ExternalURL;helped;helped;0.25
ExternalURL;helped;helped;0.25
RelatedTo;budžak;hidden;2.0
RelatedTo;skriven;hidden;2.0
RelatedTo;skrovit;hidden;2.0
SimilarTo;concealed;hidden;2.0
SimilarTo;hidden;concealed;2.0
Synonym;hidden;obscure;2.0
Synonym;hidden;out of sight;2.0
Synonym;latent;hidden;2.0
Synonym;secret;hidden;2.0
Synonym;piilotettu;hidden;2.0
Synonym;salainen;hidden;2.0
Synonym;caché;hidden;2.0
Synonym;secret;hidden;2.0
Synonym;人知れぬ;hidden;2.0
Synonym;人知れず;hidden;2.0
Synonym;内密;hidden;2.0
Synonym;密;hidden;2.0
Synonym;密か;hidden;2.0
Synonym;幽;hidden;2.0
Synonym;忍びやか;hidden;2.0
RelatedTo;wallet;holds;1.7720000000000002
RelatedTo;plate;holds;1.6789999999999998
RelatedTo;case;holds;1.536
RelatedTo;neck;holds;1.294
RelatedTo;nest;holds;1.242
RelatedTo;head;holds;1.065
ExternalURL;holds;no+holds+barred-p#Component-2;1.0
FormOf;holds;hold;1.0
