relation;source;target;weight
ExternalURL;campbell;Campbell;0.25
Antonym;capable;incapable;2.0
Antonym;incapable;capable;2.0
RelatedTo;capability;capable;2.0
RelatedTo;capable;ability;2.0
RelatedTo;capable;able;2.0
RelatedTo;capable;capacity;2.0
RelatedTo;capable;competent;2.0
RelatedTo;competent;capable;2.0
RelatedTo;sposoban;capable;2.0
SimilarTo;able;capable;2.0
SimilarTo;capable;able;2.0
SimilarTo;capable;competent;2.0
SimilarTo;capable;resourceful;2.0
SimilarTo;capable;surefooted;2.0
SimilarTo;capable;susceptible;2.0
SimilarTo;competent;capable;2.0
SimilarTo;resourceful;capable;2.0
SimilarTo;surefooted;capable;2.0
SimilarTo;susceptible;capable;2.0
Synonym;قَادِر;capable;2.0
FormOf;captures;capture;1.0
FormOf;captures;capture;1.0
RelatedTo;captures;capture;1.0
RelatedTo;captures;capture;1.0
ExternalURL;captures;captures;0.25
ExternalURL;captures;captures;0.25
RelatedTo;drive;car;10.47186707325871
AtLocation;a car;the city;7.483314773547882
AtLocation;a car;a parking lot;6.928203230275509
RelatedTo;car;vehicle;6.573887738621643
CapableOf;a car;crash;6.32455532033676
CapableOf;A car;go fast;6.32455532033676
HasA;a car;seats;6.32455532033676
AtLocation;a car;the repair shop;5.656854249492381
CapableOf;A car;roll over;5.291502622129181
RelatedTo;motor;car;5.165268628057983
RelatedTo;car;automobile;4.925038070918843
CapableOf;a car;slow down;4.898979485566356
AtLocation;a car;the road;4.47213595499958
IsA;A volvo;car;4.47213595499958
PartOf;A tire;a car;4.47213595499958
AtLocation;car;a freeway;4.0
AtLocation;stereo;a car;4.0
AtLocation;car;a car show;3.4641016151377544
AtLocation;a car;a race track;3.4641016151377544
CapableOf;a car;cost a lot of money;3.4641016151377544
Desires;A rabbit;a carrot;2.0
IsA;carrot;herb;2.0
IsA;carrot;reward;2.0
IsA;carrot;root vegetable;2.0
PartOf;carrot;carrot;2.0
RelatedTo;mrkva;carrot;2.0
RelatedTo;šargarepa;carrot;2.0
Synonym;pastanaga;carrot;2.0
Synonym;gulerod;carrot;2.0
Synonym;carrot;mrkva;2.0
Synonym;carrot;šargarepa;2.0
Synonym;cultivated carrot;carrot;2.0
Synonym;Daucus carota sativa;carrot;2.0
Synonym;daucus carota;carrot;2.0
Synonym;zanahoria;carrot;2.0
Synonym;azenario;carrot;2.0
Synonym;mandaperrexil;carrot;2.0
Synonym;pastana;carrot;2.0
Synonym;Daucus carota sativa;carrot;2.0
Synonym;houkutin;carrot;2.0
IsA;carving;creating by removal;2.0
IsA;carving;sculpture;2.0
IsA;cinquefoil;carving;2.0
IsA;glyptic art;carving;2.0
IsA;petroglyph;carving;2.0
IsA;scrimshaw;carving;2.0
IsA;truncation;carving;2.0
IsA;vermiculation;carving;2.0
RelatedTo;drvorez;carving;2.0
RelatedTo;rezbarija;carving;2.0
RelatedTo;rezbarski;carving;2.0
Synonym;قَطْع;carving;2.0
Synonym;مَنْحُوت;carving;2.0
Synonym;نَقْش;carving;2.0
Synonym;carving;sculpture;2.0
Synonym;cutting;carving;2.0
Synonym;talla;carving;2.0
Synonym;eskultura;carving;2.0
Synonym;tailu;carving;2.0
Synonym;zizelaketa;carving;2.0
RelatedTo;case;brief;4.291852746774987
RelatedTo;case;container;4.241697773297857
RelatedTo;case;box;3.595552808679077
Synonym;صَنْدُوق;case;3.4641016151377544
AtLocation;an eyeglasses;their case;2.82842712474619
RelatedTo;case;luggage;2.710719461692781
RelatedTo;case;suit;2.673574386472162
RelatedTo;case;holder;2.4074883177286655
RelatedTo;case;carrying;2.253885533916929
RelatedTo;capital;case;2.068816086557721
AtLocation;a case;a trunk;2.0
AtLocation;an instrument;a case;2.0
IsA;baggage;case;2.0
IsA;briefcase;case;2.0
IsA;cardcase;case;2.0
IsA;case;argument;2.0
IsA;case;bed linen;2.0
IsA;case;containerful;2.0
IsA;case;container;2.0
IsA;case;fact;2.0
PartOf;Casper;Wyoming;2.0
Synonym;Casper;Casper;2.0
Synonym;Casper;Casper;2.0
Synonym;Casper;Casper;2.0
Synonym;เมืองแคสเปอร์;Casper;2.0
ExternalURL;casper;Casper (Maya ruler);1.0
ExternalURL;casper;Casper (rapper);1.0
ExternalURL;casper;Q324686;1.0
ExternalURL;casper;Q448453;1.0
ExternalURL;casper;109182339-n;1.0
HasContext;casper;offensive;1.0
HasContext;casper;slang;1.0
IsA;Casper;a friendly ghost;1.0
IsA;Casper;a ghost;1.0
RelatedTo;casper;caspar;1.0
RelatedTo;casper;wyoming;1.0
dbpedia/genre;casper;alternative rock;0.5
dbpedia/genre;casper;hardcore punk;0.5
dbpedia/genre;casper;indie rock;0.5
dbpedia/genre;casper;metalcore;0.5
IsA;bait casting;casting;2.0
IsA;casting;choice;2.0
IsA;casting;fishing;2.0
IsA;fly casting;casting;2.0
IsA;overcast;casting;2.0
IsA;surf casting;casting;2.0
RelatedTo;bacanje;casting;2.0
Synonym;càsting;casting;2.0
Synonym;llançament;casting;2.0
Synonym;casting;cast;2.0
Synonym;casting;molding;2.0
Synonym;cast;casting;2.0
Synonym;casting;casting;2.0
Synonym;jaurtiketa;casting;2.0
Synonym;roolitus;casting;2.0
Synonym;siiman heittäminen;casting;2.0
Synonym;siiman heitto;casting;2.0
Synonym;moulage;casting;2.0
Synonym;casting;casting;2.0
Synonym;キャスチング;casting;2.0
DerivedFrom;certainly;certain;2.0
RelatedTo;certainly;certain;2.0
RelatedTo;certainly;certainty;2.0
RelatedTo;dakako;certainly;2.0
RelatedTo;izvesno;certainly;2.0
RelatedTo;izvjesno;certainly;2.0
RelatedTo;jamačno;certainly;2.0
RelatedTo;sigurno;certainly;2.0
RelatedTo;svakako;certainly;2.0
RelatedTo;zacelo;certainly;2.0
RelatedTo;zacijelo;certainly;2.0
RelatedTo;ziher;certainly;2.0
Synonym;certainly;for certain;2.0
Synonym;verily;certainly;2.0
Synonym;とも;certainly;2.0
Synonym;そのまさかだ;certainly;2.0
Synonym;よもや;certainly;2.0
Synonym;てっきり;certainly;2.0
Synonym;もちのろん;certainly;2.0
Synonym;もしかしなくても;certainly;2.0
FormOf;childs;child;1.0
HasA;Childs;parents;1.0
HasContext;childs;nonstandard;1.0
RelatedTo;childs;child;1.0
Synonym;childs;children;1.0
ExternalURL;childs;childs;0.25
ExternalURL;childs;childs;0.25
FormOf;chooses;choose;1.0
FormOf;chooses;choose;1.0
RelatedTo;chooses;choose;1.0
RelatedTo;atukutapai;chooses;1.0
ExternalURL;chooses;chooses;0.25
ExternalURL;chooses;chooses;0.25
Synonym;cinematographer;cameraman;2.0
Synonym;カメラマン;cinematographer;2.0
DerivedFrom;cinematographer;cinematography;1.0
ExternalURL;cinematographer;Cinematographer;1.0
ExternalURL;cinematographer;CameraOperator;1.0
ExternalURL;cinematographer;Q222344;1.0
ExternalURL;cinematographer;CameraOperator;1.0
FormOf;cinematographers;cinematographer;1.0
HasContext;cinematographer;cinematography;1.0
HasProperty;A cinematographer;responsible for motion-picture photography;1.0
IsA;A cinematographer;a person;1.0
IsA;cinematographer;media technician;1.0
RelatedTo;filmfotograf;cinematographer;1.0
RelatedTo;cinemaphotographer;cinematographer;1.0
RelatedTo;cinematographer;motion picture;1.0
RelatedTo;cinematographer;movie camera;1.0
RelatedTo;cinematographer;photographer;1.0
RelatedTo;cinematographer;projectionist;1.0
RelatedTo;cinematographers;cinematographer;1.0
RelatedTo;cinematographist;cinematographer;1.0
FormOf;cloakings;cloaking;1.0
FormOf;cloaking;cloak;1.0
RelatedTo;cloaking;cloak;1.0
RelatedTo;ծպտյալ;cloaking;1.0
RelatedTo;ammantatura;cloaking;1.0
RelatedTo;えんぺい;cloaking;1.0
RelatedTo;掩蔽;cloaking;1.0
RelatedTo;obumbrans;cloaking;1.0
ExternalURL;cloaking;cloaking;0.25
ExternalURL;cloaking;cloaking;0.25
RelatedTo;blue;color;12.297316780501347
RelatedTo;paint;color;8.93420393767682
RelatedTo;color;red;7.447415659139754
IsA;Blue;a color;6.928203230275509
RelatedTo;color;blue;6.925315877272315
IsA;Green;a color;6.32455532033676
RelatedTo;green;color;6.270247204058226
RelatedTo;color;green;6.0659706560450815
IsA;Orange;a color;6.0
RelatedTo;color;rainbow;5.543284225078126
RelatedTo;color;hue;5.425126726630448
RelatedTo;red;color;5.3814496188294845
IsA;Pink;a color;5.291502622129181
RelatedTo;color;yellow;5.149757275833494
IsA;Yellow;a color;4.898979485566356
IsA;Brown;a color;4.47213595499958
IsA;"""Red""";a color;4.47213595499958
RelatedTo;black;color;4.326661530556787
IsA;Purple;a color;4.0
RelatedTo;color;orange;3.8105117766515306
FormOf;coltranes;coltrane;1.0
HasContext;comic;drama;2.0
RelatedTo;comedy;comic;2.0
RelatedTo;komičan;comic;2.0
RelatedTo;strip;comic;2.0
Synonym;comedic;comic;2.0
Synonym;comic;comedic;2.0
Synonym;comic;laughable;2.0
Synonym;comical;comic;2.0
Synonym;comic;comedian;2.0
Synonym;koominen;comic;2.0
Synonym;bande dessinée;comic;2.0
Synonym;buffo;comic;2.0
Synonym;comico;comic;2.0
Synonym;fumettistico;comic;2.0
Synonym;御笑い;comic;2.0
Synonym;漫画;comic;2.0
Synonym;お笑い;comic;2.0
Synonym;お笑い芸人;comic;2.0
Synonym;komedi;comic;2.0
RelatedTo;marvel;comic;1.2560000000000002
Synonym;コンメンタール;comments;2.0
Synonym;言い種;comments;2.0
Synonym;言種;comments;2.0
Synonym;言い草;comments;2.0
Synonym;言草;comments;2.0
FormOf;comments;comment;1.0
FormOf;comments;comment;1.0
FormOf;comments;comment;1.0
RelatedTo;hilabot;comments;1.0
RelatedTo;tudlo;comments;1.0
RelatedTo;commentate;comments;1.0
RelatedTo;comments;comment;1.0
RelatedTo;comments;comment;1.0
RelatedTo;lurk;comments;1.0
RelatedTo;seagull approach;comments;1.0
RelatedTo;暴言;comments;1.0
RelatedTo;отклик;comments;1.0
ExternalURL;comments;comments;0.25
ExternalURL;comments;comments;0.25
ExternalURL;committing;CommittingSomeoneToAnInstitution;1.0
FormOf;committing;commit;1.0
IsA;committing;transfer;1.0
IsA;hospitalizing;committing;1.0
RelatedTo;عهد;committing;1.0
RelatedTo;committing;commit;1.0
RelatedTo;half murder;committing;1.0
RelatedTo;kick tires;committing;1.0
RelatedTo;adulterans;committing;1.0
RelatedTo;committens;committing;1.0
RelatedTo;credens;committing;1.0
RelatedTo;mandans;committing;1.0
RelatedTo;dénum;committing;1.0
RelatedTo;死罪;committing;1.0
ExternalURL;committing;committing;0.25
ExternalURL;committing;committing;0.25
IsA;analogy;comparison;2.0
IsA;collation;comparison;2.0
IsA;comparison;examination;2.0
IsA;comparison;likeness;2.0
IsA;comparison;relation;2.0
IsA;confrontation;comparison;2.0
IsA;contrast;comparison;2.0
IsA;imaginative comparison;comparison;2.0
IsA;likening;comparison;2.0
RelatedTo;comparative;comparison;2.0
RelatedTo;incomparable;comparison;2.0
RelatedTo;komparacija;comparison;2.0
RelatedTo;poredba;comparison;2.0
RelatedTo;poređenje;comparison;2.0
RelatedTo;prema;comparison;2.0
RelatedTo;usporedba;comparison;2.0
Synonym;مُقَارَنَة;comparison;2.0
Synonym;acarament;comparison;2.0
Synonym;comparació;comparison;2.0
Synonym;comparança;comparison;2.0
IsA;an island;completely;2.0
RelatedTo;lapalissian;completely;2.0
RelatedTo;ametice;completely;2.0
RelatedTo;do jaja;completely;2.0
RelatedTo;hametice;completely;2.0
RelatedTo;kompletno;completely;2.0
RelatedTo;listom;completely;2.0
RelatedTo;posvema;completely;2.0
RelatedTo;posve;completely;2.0
RelatedTo;potpuno;completely;2.0
RelatedTo;sasma;completely;2.0
RelatedTo;sasvim;completely;2.0
RelatedTo;sav;completely;2.0
RelatedTo;skroz;completely;2.0
RelatedTo;totalno;completely;2.0
Synonym;completely;altogether;2.0
Synonym;wholly;completely;2.0
Synonym;täysin;completely;2.0
Synonym;complètement;completely;2.0
Synonym;directement;completely;2.0
MannerOf;consist;be;2.0
MannerOf;consist;match;2.0
RelatedTo;sadržati;consist;2.0
RelatedTo;sadržavati;consist;2.0
RelatedTo;sastojati;consist;2.0
Synonym;consistir en;consist;2.0
Synonym;constar de;consist;2.0
Synonym;comprise;consist;2.0
Synonym;consist;dwell;2.0
Synonym;consist;bestå av;2.0
Synonym;constar;consist;2.0
Synonym;شامل بودن;consist;2.0
Synonym;käsittää;consist;2.0
Synonym;koostua;consist;2.0
Synonym;olla sopusoinnussa;consist;2.0
Synonym;comporter;consist;2.0
Synonym;composer;consist;2.0
Synonym;comprendre;consist;2.0
Synonym;consister;consist;2.0
Synonym;contenir;consist;2.0
RelatedTo;content;happy;2.55499510762741
DerivedFrom;contentment;content;2.0
HasProperty;Very few people;content;2.0
IsA;acculturation;content;2.0
IsA;belief;content;2.0
IsA;content;cognition;2.0
IsA;content;collection;2.0
IsA;content;proportion;2.0
IsA;education;content;2.0
IsA;experience;content;2.0
IsA;food;content;2.0
IsA;goal;content;2.0
IsA;heresy;content;2.0
IsA;idea;content;2.0
IsA;ignorance;content;2.0
IsA;issue;content;2.0
IsA;kenosis;content;2.0
IsA;kernel;content;2.0
IsA;knowledge domain;content;2.0
IsA;lore;content;2.0
Synonym;abundant;copious;2.0
Synonym;copious;plenteous;2.0
Synonym;copious;voluminous;2.0
Synonym;万斛;copious;2.0
Synonym;混 々;copious;2.0
Synonym;混混;copious;2.0
Synonym;渾 々;copious;2.0
Synonym;渾渾;copious;2.0
Synonym;滾 々;copious;2.0
Synonym;滾滾;copious;2.0
DerivedFrom;copious free time;copious;1.0
DerivedFrom;copiously;copious;1.0
DerivedFrom;copiously;copious;1.0
DerivedFrom;copiousness;copious;1.0
DerivedFrom;copiousness;copious;1.0
RelatedTo;دثر;copious;1.0
RelatedTo;در;copious;1.0
RelatedTo;صالح;copious;1.0
RelatedTo;ausgiebig;copious;1.0
RelatedTo;abundance;copious;1.0
IsA;copper;a good conductor of electricity;5.291502622129181
Synonym;Cu;copper;4.47213595499958
RelatedTo;metal;copper;4.312771730569565
IsA;Copper;metal;4.0
Synonym;Cobre;copper;3.4641016151377544
IsA;Copper;an element;2.82842712474619
IsA;Copper;a good electrical conductor;2.82842712474619
RelatedTo;cent;copper;2.327230113246217
FormOf;coppers;copper;2.0
IsA;American copper;copper;2.0
IsA;blister copper;copper;2.0
IsA;copper;conductor;2.0
IsA;copper;lycaenid;2.0
IsA;copper;metallic element;2.0
IsA;copper;penny;2.0
IsA;copper;reddish brown;2.0
MannerOf;copper;coat;2.0
RelatedTo;vask;copper;2.0
RelatedTo;bakar;copper;2.0
RelatedTo;bakren;copper;2.0
RelatedTo;course;golf;6.254918065010923
RelatedTo;course;class;4.518406798861741
RelatedTo;course;path;2.836899716239543
RelatedTo;course;college;2.812827758679866
RelatedTo;course;place;2.4454038521274963
RelatedTo;course;field;2.1456933611306166
HasContext;course;game;2.0
IsA;adult education;course;2.0
IsA;art class;course;2.0
IsA;blind alley;course;2.0
IsA;childbirth-preparation class;course;2.0
IsA;collision course;course;2.0
IsA;correspondence course;course;2.0
IsA;course;action;2.0
IsA;course;direction;2.0
IsA;course;education;2.0
IsA;course;facility;2.0
IsA;course;layer;2.0
IsA;course;nutriment;2.0
IsA;course;series;2.0
CapableOf;Crack;get you high;2.0
Causes;crack;crack;2.0
HasContext;crack;chemistry;2.0
IsA;chap;crack;2.0
IsA;chink;crack;2.0
IsA;Crack;Cocaine;2.0
IsA;crack;attempt;2.0
IsA;crack;blemish;2.0
IsA;crack;cocaine;2.0
IsA;crack;noise;2.0
IsA;crack;opening;2.0
IsA;craze;crack;2.0
IsA;crevasse;crack;2.0
IsA;fatigue crack;crack;2.0
IsA;fault;crack;2.0
IsA;rift;crack;2.0
IsA;slit;crack;2.0
IsA;split;crack;2.0
IsA;vent;crack;2.0
MannerOf;alligator;crack;2.0
Antonym;sane;crazy;2.0
CapableOf;humans;be crazy;2.0
IsA;crazy;lunatic;2.0
MotivatedByGoal;bungee jump from a high bridge;you are crazy;2.0
RelatedTo;ćaknut;crazy;2.0
RelatedTo;luckast;crazy;2.0
RelatedTo;lud;crazy;2.0
RelatedTo;ludo;crazy;2.0
RelatedTo;sulud;crazy;2.0
RelatedTo;sumanut;crazy;2.0
SimilarTo;crazy;excited;2.0
SimilarTo;crazy;strange;2.0
SimilarTo;excited;crazy;2.0
SimilarTo;strange;crazy;2.0
Synonym;boig;crazy;2.0
Synonym;guillat;crazy;2.0
Synonym;sonat;crazy;2.0
Synonym;tipus estrany;crazy;2.0
Synonym;tocat de l'ala;crazy;2.0
Synonym;tocat del bolet;crazy;2.0
RelatedTo;novonastali;created;2.0
DerivedFrom;forecreated;created;1.0
DerivedFrom;jointly created;created;1.0
FormOf;created;create;1.0
FormOf;created;create;1.0
HasA;God has compassion on all he;created;1.0
HasSubevent;something is created;it s new;1.0
ReceivesAction;Energy is consumed when light;created;1.0
ReceivesAction;life;created;1.0
RelatedTo;تكون;created;1.0
RelatedTo;تولد;created;1.0
RelatedTo;erstellt;created;1.0
RelatedTo;αδημιούργητοσ;created;1.0
RelatedTo;γίνομαι;created;1.0
RelatedTo;νεόπλαστοσ;created;1.0
RelatedTo;aborn;created;1.0
RelatedTo;application specific;created;1.0
RelatedTo;contemporaneous;created;1.0
RelatedTo;create;created;1.0
RelatedTo;created;create;1.0
SimilarTo;alarming;creepy;2.0
SimilarTo;creepy;alarming;2.0
SimilarTo;creepy;offensive;2.0
SimilarTo;offensive;creepy;2.0
Synonym;esgarrifós;creepy;2.0
Synonym;espantós;creepy;2.0
Synonym;creepy-crawly;creepy;2.0
Synonym;وحشت زده;creepy;2.0
Synonym;hiuksianostattava;creepy;2.0
Synonym;kammottava;creepy;2.0
Synonym;angoissant;creepy;2.0
Synonym;raccapricciante;creepy;2.0
Synonym;六借しい;creepy;2.0
Synonym;六 ヶ 敷い;creepy;2.0
Synonym;いけ好かない;creepy;2.0
Synonym;感じ悪い;creepy;2.0
Synonym;気味わるい;creepy;2.0
Synonym;気味悪い;creepy;2.0
Synonym;気味が悪い;creepy;2.0
Synonym;むず痒い;creepy;2.0
IsA;a murder;a crime;8.0
CausesDesire;a crime;conduct a trial;4.898979485566356
IsA;Theft;a crime;4.898979485566356
RelatedTo;punishment;crime;4.442971978304612
RelatedTo;robbery;crime;4.033360881448622
CausesDesire;crime;serve justice;4.0
CausesDesire;a crime;pass sentence;2.82842712474619
IsA;genocide;crime;2.82842712474619
RelatedTo;fraud;crime;2.276839915321233
CapableOf;A crime;result in punishment;2.0
HasContext;blackmail;crime;2.0
HasContext;black marketeer;crime;2.0
HasContext;bootleg;crime;2.0
HasContext;bribe;crime;2.0
HasContext;buy off;crime;2.0
HasContext;carjack;crime;2.0
HasContext;commandeer;crime;2.0
HasContext;crib;crime;2.0
HasContext;crime;criminal law;2.0
HasContext;extort;crime;2.0
ReceivesAction;Crimes;committed by someone;2.0
FormOf;crimes;crime;1.0
FormOf;crimes;crime;1.0
HasProperty;Some crimes;punishable by death;1.0
IsA;crimes;commited by malfunctioning people;1.0
ReceivesAction;Crimes;punished with a penalty;1.0
RelatedTo;crimes;crime;1.0
RelatedTo;gray hat;crimes;1.0
RelatedTo;punishment;crimes;0.8040000000000003
ExternalURL;crimes;crimes;0.25
ExternalURL;crimes;crimes;0.25
FormOf;cringed;cringe;1.0
ExternalURL;cringed;cringed;0.25
RelatedTo;crowd;people;13.576302884069728
RelatedTo;crowd;group;9.897272351511804
RelatedTo;crowd;gathering;7.942543673156603
RelatedTo;crowd;many people;6.84163723095576
RelatedTo;crowd;mob;6.446704584514478
RelatedTo;crowd;large;5.9319474036778175
RelatedTo;crowd;lots;4.64327470649756
RelatedTo;crowd;audience;3.9577771539084914
RelatedTo;crowd;mass;3.952720582080145
RelatedTo;crowd;lots people;3.9023070099621835
RelatedTo;crowd;large group;3.8631593288395445
RelatedTo;crowd;big;3.764040382355109
RelatedTo;crowd;group people;3.56202189774291
RelatedTo;crowd;throng;3.2875522809531104
RelatedTo;crowd;people group;3.1093407661432035
RelatedTo;crowd;bunch;2.939387691339814
RelatedTo;crowd;three;2.808558349046713
RelatedTo;crowd;concert;2.793564031841762
RelatedTo;crowd;large gathering;2.680298490840153
RelatedTo;crowd;lot;2.655560204551951
FormOf;dalmatians;dalmatian;2.0
RelatedTo;dalmatians;dalmatian;2.0
ExternalURL;dalmatians;dalmatians;0.25
ExternalURL;dalmatians;Dalmatians;0.25
ExternalURL;dalmatians;dalmatians;0.25
ExternalURL;dalmatians;Dalmatians;0.25
RelatedTo;shade;dark;5.462966227243218
RelatedTo;black;dark;3.9994999687460933
RelatedTo;night;dark;3.7810051573622587
HasProperty;The sky;dark;2.82842712474619
DistinctFrom;dark;light;2.7509998182479043
RelatedTo;evening;dark;2.699629604223513
RelatedTo;dark;night;2.596150997149433
RelatedTo;dark;black;2.547155275989275
DerivedFrom;dark room;dark;2.0
FormOf;darks;dark;2.0
HasProperty;Some hallways;dark;2.0
HasProperty;Shadows;dark;2.0
HasProperty;The stairway;dark;2.0
IsA;blackout;dark;2.0
IsA;dark;illumination;2.0
IsA;dark;unenlightenment;2.0
IsA;night;dark;2.0
IsA;semidarkness;dark;2.0
IsA;total darkness;dark;2.0
MotivatedByGoal;turn on a light;it is dark;2.0
RelatedTo;week;days;5.424758059121162
RelatedTo;month;days;5.265738314804487
RelatedTo;year;days;3.235428874198906
IsA;days;life;2.0
RelatedTo;days;day;2.0
Synonym;years;days;2.0
Synonym;egun;days;2.0
Synonym;urte;days;2.0
Synonym;elinaika;days;2.0
Synonym;anno;days;2.0
Synonym;giorno;days;2.0
Synonym;年月;days;2.0
Synonym;日 々;days;2.0
Synonym;日;days;2.0
Synonym;日子;days;2.0
Synonym;日日;days;2.0
Synonym;日月;days;2.0
Synonym;日間;days;2.0
Synonym;月日;days;2.0
Synonym;比;days;2.0
RelatedTo;spretno;deftly;2.0
RelatedTo;vešto;deftly;2.0
RelatedTo;vješto;deftly;2.0
Synonym;deftly;dexterously;2.0
Synonym;näppärästi;deftly;2.0
Synonym;adroitement;deftly;2.0
Synonym;délicatement;deftly;2.0
Synonym;finement;deftly;2.0
Antonym;deftly;unskillfully;1.0
ExternalURL;deftly;400300313-r;1.0
RelatedTo;gewandt;deftly;1.0
RelatedTo;adroitly;deftly;1.0
RelatedTo;artful dodger;deftly;1.0
RelatedTo;deftly;deft;1.0
RelatedTo;deftly;neat;1.0
RelatedTo;deftly;quick;1.0
RelatedTo;deftly;habilement;1.0
RelatedTo;ügyesen;deftly;1.0
RelatedTo;abilmente;deftly;1.0
RelatedTo;მარჯვედ;deftly;1.0
Synonym;デミング;deming;2.0
FormOf;demings;deming;1.0
FormOf;depps;depp;1.0
RelatedTo;design;plan;3.871433842906269
RelatedTo;design;art;3.7024316333998657
RelatedTo;design;create;3.0809089567853185
RelatedTo;design;interior;2.3030414672775645
RelatedTo;design;pattern;2.1456933611306166
RelatedTo;design;graphic;2.05621010599598
CapableOf;engineers;design;2.0
HasContext;design by contract;design;2.0
IsA;argyle;design;2.0
IsA;bear claw;design;2.0
IsA;configuration;design;2.0
IsA;damascene;design;2.0
IsA;decal;design;2.0
IsA;design;arrangement;2.0
IsA;design;creating by mental acts;2.0
IsA;design;decoration;2.0
IsA;design;sketch;2.0
IsA;device;design;2.0
IsA;emblem;design;2.0
IsA;herringbone pattern;design;2.0
Synonym;なすった;did;2.0
DerivedFrom;did;direct inward dialing;1.0
FormOf;did;do;1.0
FormOf;did;do;1.0
FormOf;d;did;1.0
RelatedTo;ain’t;did;1.0
RelatedTo;didna;did;1.0
RelatedTo;didnae;did;1.0
RelatedTo;didn't;did;1.0
RelatedTo;didn’t;did;1.0
RelatedTo;didny;did;1.0
RelatedTo;did;do;1.0
RelatedTo;d'y all;did;1.0
RelatedTo;d'ye;did;1.0
RelatedTo;d'you;did;1.0
RelatedTo;how'd;did;1.0
RelatedTo;jeet;did;1.0
RelatedTo;dude;did;1.0
RelatedTo;what'd;did;1.0
RelatedTo;when'd;did;1.0
Antonym;direct;indirect;2.0
Antonym;indirect;direct;2.0
Causes;direct;act;2.0
HasContext;direct;astronomy;2.0
HasContext;direct;electricity;2.0
HasContext;direct;mathematics;2.0
HasContext;direct;performing arts;2.0
MannerOf;administer;direct;2.0
MannerOf;direct;instruct;2.0
MannerOf;direct;make;2.0
MannerOf;direct;manage;2.0
MannerOf;direct;order;2.0
MannerOf;guide;direct;2.0
MannerOf;head;direct;2.0
MannerOf;hold;direct;2.0
MannerOf;operate;direct;2.0
MannerOf;point the way;direct;2.0
MannerOf;stage direct;direct;2.0
MannerOf;stet;direct;2.0
MannerOf;talk down;direct;2.0
CapableOf;Directors;direct a movie;2.0
FormOf;directors;director;1.0
HasA;Directors;many decisions to make;1.0
RelatedTo;directors;director;1.0
RelatedTo;direttorio;directors;1.0
RelatedTo;режиссура;directors;1.0
UsedFor;a soundstage;directors;1.0
RelatedTo;board;directors;0.569
ExternalURL;directors;directors;0.25
ExternalURL;directors;directors;0.25
RelatedTo;cut;directors;0.10400000000000009
Synonym;صَرَفَ النَّظَرَ عَن;dismiss;3.4641016151377544
MannerOf;discredit;dismiss;2.0
MannerOf;dismiss;fire;2.0
MannerOf;dismiss;reject;2.0
MannerOf;dismiss;say farewell;2.0
MannerOf;disoblige;dismiss;2.0
MannerOf;laugh off;dismiss;2.0
MannerOf;pass off;dismiss;2.0
MannerOf;scoff;dismiss;2.0
MannerOf;shrug off;dismiss;2.0
MannerOf;slight;dismiss;2.0
MannerOf;turn a blind eye;dismiss;2.0
RelatedTo;dismissive;dismiss;2.0
RelatedTo;otpuštati;dismiss;2.0
RelatedTo;otpustiti;dismiss;2.0
RelatedTo;raspuštati;dismiss;2.0
RelatedTo;raspustiti;dismiss;2.0
RelatedTo;smeniti;dismiss;2.0
RelatedTo;smenjivati;dismiss;2.0
RelatedTo;smijeniti;dismiss;2.0
Synonym;Rio Don;Don;4.47213595499958
HasContext;Don;Spanish;2.0
HasContext;Don;Wales;2.0
IsA;Don;gentleman;2.0
IsA;don;head;2.0
IsA;Don;title;2.0
PartOf;Don;Russia;2.0
RelatedTo;don;don;2.0
Synonym;Don;Don;2.0
Synonym;senyor;Don;2.0
Synonym;don;preceptor;2.0
Synonym;Don River;Don;2.0
Synonym;don;wear;2.0
Synonym;father;don;2.0
Synonym;Don;Don;2.0
Synonym;Don;Don;2.0
Synonym;on;Don;2.0
Synonym;Don-joki;Don;2.0
Synonym;Don;Don;2.0
Synonym;isä;don;2.0
Causes;going to sleep;dreams;4.0
Causes;sleeping;dreams;2.82842712474619
RelatedTo;sleep;dreams;2.076535576386785
Synonym;努 々;dreams;2.0
Synonym;努努;dreams;2.0
Synonym;夢 々;dreams;2.0
Synonym;夢夢;dreams;2.0
Synonym;夢幻;dreams;2.0
Synonym;幻夢;dreams;2.0
UsedFor;resting;dreams;2.0
UsedFor;sleeping at night;dreams;2.0
AtLocation;a rosebush;my dreams;1.0
CapableOf;Dreams;live in the dreamer;1.0
CapableOf;dreams;seem real;1.0
Causes;sleeping at night;dreams;1.0
DerivedFrom;dreams;dream;1.0
EtymologicallyDerivedFrom;dreams;dreamas;1.0
EtymologicallyDerivedFrom;dreams;dremes;1.0
FormOf;dreams;dream;1.0
FormOf;dreams;dream;1.0
RelatedTo;snen;dreamy;2.0
SimilarTo;dreamy;inattentive;2.0
SimilarTo;inattentive;dreamy;2.0
Synonym;fantasiós;dreamy;2.0
Synonym;somiador;dreamy;2.0
Synonym;dreamy;lackadaisical;2.0
Synonym;moony;dreamy;2.0
Synonym;woolgathering;dreamy;2.0
Synonym;رویایی;dreamy;2.0
Synonym;haaveileva;dreamy;2.0
Synonym;haaveksiva;dreamy;2.0
Synonym;haihatteleva;dreamy;2.0
