timestamp;emotion
2018-10-15_11_40_19;happy
2018-10-15_11_41_42;happy
2018-10-15_11_41_59;anger
2018-10-15_11_42_20;anger
2018-10-15_12_27_23;anger
2018-10-15_12_27_40;anger
2018-10-15_12_29_35;anger
2018-10-15_12_29_52;happy
2018-10-15_12_30_54;happy
2018-10-15_12_31_11;anger
2018-10-15_12_31_28;anger
2018-10-15_12_36_09;anger
2018-10-15_12_36_26;anger
