2019-01-18_13_10_35;happy
2019-01-18_13_11_37;happy
2019-01-18_13_12_39;happy
2019-01-18_13_13_41;sadness
2019-01-18_13_14_43;happy
2019-01-18_13_15_45;happy
2019-01-18_13_16_47;sadness
2019-01-18_13_17_49;happy
2019-01-18_13_18_51;happy
2019-01-18_13_19_53;neutral
2019-01-18_13_20_55;happy
2019-01-18_13_21_57;neutral
2019-01-18_13_22_59;neutral
2019-01-18_13_24_01;neutral
2019-01-18_13_25_03;happy
2019-01-18_13_26_05;anger
2019-01-18_13_27_07;neutral
2019-01-18_13_28_09;neutral
2019-01-18_13_29_11;happy
2019-01-18_13_30_13;neutral
2019-01-18_13_31_15;neutral
2019-01-18_13_32_17;happy
2019-01-18_13_33_20;neutral
2019-01-18_13_34_22;neutral
2019-01-18_13_35_24;neutral
2019-01-18_13_36_26;anger
2019-01-18_13_37_28;neutral
2019-01-18_13_38_30;happy
2019-01-18_13_39_32;neutral
2019-01-18_13_40_34;neutral
2019-01-18_13_41_36;neutral
2019-01-18_13_42_38;neutral
2019-01-18_13_43_40;neutral
2019-01-18_13_44_42;surprise
2019-01-18_13_45_43;happy
2019-01-18_13_46_45;happy
2019-01-18_13_47_49;happy
2019-01-18_13_48_51;neutral
2019-01-18_13_49_53;happy
2019-01-18_13_50_55;neutral
2019-01-18_13_51_57;neutral
2019-01-18_13_52_59;neutral
2019-01-18_13_54_01;anger
2019-01-18_13_55_03;happy
2019-01-18_13_56_05;sadness
2019-01-18_13_57_07;neutral
2019-01-18_13_58_09;neutral
2019-01-18_13_59_11;happy
2019-01-18_14_02_13;happy
2019-01-18_14_03_16;happy
2019-01-18_14_05_20;sadness
2019-01-18_14_06_22;happy
2019-01-18_14_07_24;neutral
2019-01-18_14_08_26;neutral
2019-01-21_12_33_55;neutral
2019-01-21_12_36_03;neutral
2019-01-21_12_39_09;neutral
2019-01-21_12_40_12;neutral
2019-01-21_12_41_14;happy
2019-01-21_12_42_16;happy
2019-01-21_12_43_18;happy
2019-01-21_12_44_20;neutral
2019-01-21_12_45_22;happy
2019-01-21_12_46_24;neutral
2019-01-21_12_48_28;surprise
2019-01-21_12_49_30;happy
2019-01-21_12_50_32;happy
2019-01-21_12_51_35;neutral
2019-01-21_12_52_37;happy
2019-01-21_12_53_39;anger
2019-01-21_12_54_41;sadness
2019-01-21_12_55_43;neutral
2019-01-21_12_56_45;neutral
2019-01-21_12_57_47;happy
2019-01-21_12_58_49;anger
2019-01-21_13_01_56;sadness
2019-01-21_13_02_58;neutral
2019-01-21_13_04_00;neutral
2019-01-21_13_05_01;happy
2019-01-21_13_09_09;surprise
2019-01-21_13_10_10;neutral
2019-01-21_13_11_12;happy
2019-01-21_13_12_14;neutral
2019-01-21_13_13_16;neutral
2019-01-21_13_14_18;neutral
2019-01-21_13_15_20;neutral
2019-01-21_13_19_27;sadness
2019-01-21_13_20_29;sadness
2019-01-21_13_21_31;sadness
2019-01-21_13_22_33;sadness
2019-01-21_13_24_36;happy
2019-01-21_13_25_38;happy
2019-01-21_13_26_40;anger
2019-01-21_13_27_42;anger
2019-01-21_13_32_51;neutral
2019-01-21_13_33_53;happy
2019-01-21_13_34_56;anger
2019-01-21_13_35_58;happy
2019-01-21_13_37_00;neutral
2019-01-21_13_38_02;happy
2019-01-21_13_39_04;neutral
2019-01-21_13_40_06;neutral
2019-01-21_13_41_07;neutral
2019-01-21_13_42_09;neutral
2019-01-21_13_43_11;happy
2019-01-21_13_44_13;neutral
2019-01-21_13_52_28;happy
2019-01-21_13_53_31;neutral
2019-01-21_13_54_32;happy
2019-01-21_13_55_34;happy
